id,name,lat,lon,city,zip,county,state,data_source,detail,contact,additional_location_info,image_link,exists,address,validation_date,lat_lon,type_fridge,location_type,overhead_protection,outdoors_or_indoors,size,number_shelves,tight_fitting_door,contents,photo,additional_info,validated,width,length,height
254,Beacon Hill elementary free pantry,47.584869,-122.314825,Seattle,98144,King,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,labete9@gmail.com,in front of the steps leading up to Beacon Hill elementary side entrance,,NA,2025 14th Ave S,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
255,Yes Farm Little Free Pantry,47.601656,-122.323613,Seattle,98104,King,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,livie.jacobs@gmail.com,,http://mapping.littlefreepantry.org/media/pantry_images/2044e399ce5d4d6eb158d573bb30cde4/LFP.jpeg,"Yes, it still exists.",727 Yesler Way,2025/02/27 1:37:55 AM GMT+2,"(47.5994877, -122.3202924)",Non-refrigerated,Public property (e.g. park or sidewalk),Yes,Outdoor without a cover,"30 H, 15 W,  10 L",3,No,Empty ,https://drive.google.com/u/1/open?usp=forms_web&id=1nSf-xQB-oKMvtghlY7GsuAh6kgNa1Uu7,Pantry has been vandalized and repaired several times. It’s in bad shape with no door. ,yes,15,10,30
256,Phoenix's Free Books and Pantry,47.642876,-122.402442,Seattle,98199,King,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,ladanderson@gmail.com,,http://mapping.littlefreepantry.org/media/pantry_images/b0fd4dd30b744ff097d3f2313bea7b9a/House1.jpg http://mapping.littlefreepantry.org/media/pantry_images/b0fd4dd30b744ff097d3f2313bea7b9a/house2.jpg,"Yes, it still exists.",2557 35th Ave. W. Seattle,2025/01/26 9:28:32 PM GMT+2,,Non-refrigerated,Private residence (e.g. on someone frontyard),Yes,Outdoor without a cover,"35h, 20w, 23l",2,Yes,Books,https://drive.google.com/u/1/open?usp=forms_web&id=1bw63epqNPtkxSj1njdrwtcH9BN8pN1vB,,yes,20,23,35
257,Wallingford Presbyterian Church,47.658049,-122.339976,Seattle,98103,King,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,coupcole@aol.com,,http://mapping.littlefreepantry.org/media/pantry_images/f18c23b9ab3f422495507425e2f2683e/WPC_LFP_01.jpeg http://mapping.littlefreepantry.org/media/pantry_images/f18c23b9ab3f422495507425e2f2683e/WPC_LFP_02.jpeg,"No, it does not exist anymore, and there is no other micropantry in the same block",1414 N. 42nd Street Seattle,2025/01/31 12:34:19 AM GMT+2,,,,,,,NA,,,,,yes,NA,NA,NA
258,East Wallingford Little Free Pantry,47.659006,-122.324722,Seattle,98105,King,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,jessica@littlefreepantry.org,,http://mapping.littlefreepantry.org/media/pantry_images/eeefabb3cca045e494b6d4664ecad455/eastwallingford_480x640.jpg,"Yes, it still exists.",308 NE 43rd Street Seattle,2025/01/31 12:18:40 AM GMT+2,"MM5G+M28 Seattle, Washington",Non-refrigerated,Private residence (e.g. on someone frontyard),No,Outdoor without a cover,"22 h, 23 w, 9 l",2,Yes,"Mustard, dry beans, seasoning",https://drive.google.com/u/1/open?usp=forms_web&id=14sfQnkd8JRd9lpXwwgwyQ1MKwBsNFG_f,Almost empty,yes,23,9,22
259,Little Free Mart,47.662805,-122.324132,Seattle,98105,King,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,birdflyingbelowtheground@gmail.com,,,"No, it does not exist anymore, and there is no other micropantry in the same block",4551 4th Ave NE Seattle,2025/01/31 12:08:23 AM GMT+2,,,,,,,NA,,,,,yes,NA,NA,NA
260,Rainbow Pantry - University Heights Center,47.665939,-122.313231,Seattle,98105,King,Washington,Little Free Pantry - Mini Pantry Movement,Pantry + Fridge,beetles@udccenter.org,,http://mapping.littlefreepantry.org/media/pantry_images/9d7ad0002a2142918b16244f45909351/rainbow_pantry_2.jpg http://mapping.littlefreepantry.org/media/pantry_images/9d7ad0002a2142918b16244f45909351/rainbow_pantry.jpg,"No, it does not exist anymore, and there is no other micropantry in the same block",5031 University Way NE Seattle,2025/02/05 11:24:03 PM GMT+2,,,,,,,NA,,,,,yes,NA,NA,NA
261,Sand Point Community United Methodist Church Free Little Pantry and Books,47.679519,-122.277247,Seattle,98115,King,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,sandpointcommunity@gmail.com,,,"Yes, it still exists.",4710 NE 70th St. Seattle,2025/02/25 2:47:28 AM GMT+2,"MPHF+R35 Seattle, Washington",Non-refrigerated,Non-profit organization (e.g. by a church of food bank),Yes,Outdoor without a cover,"Large Box: '18 H, '20 W, '18L, Small Box: '10 H, '12W, '10L",1,Yes,"2 cans chili, bag of dry beans, can of tuna",https://drive.google.com/u/1/open?usp=forms_web&id=1k4c62ClKYCbnsakYnqNKIRQRUs1IzrE7,Small box next to bigger box,yes,20,18,18
262,Bishop Blanchet High School Little Free Pantry,47.689772,-122.336311,Seattle,98115,King,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,mcypher@bishopblanchet.org,,,"No, it does not exist anymore, and there is no other micropantry in the same block",8200 Wallingford Ave N,2025/02/23 8:51:50 AM GMT+2,,,,,,,NA,,,,,yes,NA,NA,NA
263,Home of the Hungry Hippos,47.698842,-122.360825,Seattle,98117,King,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,amljibas@me.com,,http://mapping.littlefreepantry.org/media/pantry_images/3dc6fd34c5c84c13a7cc442e48de395c/20200521_202348_Film11.jpg,"No, it does not exist anymore, and there is no other micropantry in the same block",9533 3rd Ave NW Seattle,2025/02/01 2:10:42 AM GMT+2,,,,,,,NA,,,,,yes,NA,NA,NA
264,Thornton Creek Pantry,47.701615,-122.306918,Seattle,98125,King,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,jessica@littlefreepantry.org,"Just North of the Kingfisher Natural Area of Thornton creek, at the top of a little pathway on the left; SW Corner of NE 101st St and 20th Ave NE",http://mapping.littlefreepantry.org/media/pantry_images/45e8dd02143848a8b8669f5e7627bcce/DE15B59E-65C6-4618-B421-89611A5DC305.jpeg http://mapping.littlefreepantry.org/media/pantry_images/45e8dd02143848a8b8669f5e7627bcce/70638AE3-625E-458B-97D3-A953D1658C70.jpeg,NA,10000 20th Ave NE,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
265,Ruby Fernandez,47.713033,-122.313614,Seattle,98125,King,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,rubyferbriz89@gmail.com,,,NA,11540 Pinehurst Way NE apt #404,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
266,Marine Drive Little Free Pantry,48.14706,-123.14148,Sequim,98382,Clallam,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,benji.astrachan@wsu.edu,,https://doc-0c-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/p007p4f2aj8skasucm5aboq3j0/1657652187750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vbK3PX3iW51ofXwHM8RPtGVgrn6ueJUyapSPfoGv5D1Q_w_5-mpkrxyBtJJkcm1rDRy6CgcGVx-bjU6mneGa-9vfwIy3m_KiSCl29PNqWDsAYdVnTRgoGcq2Ccnz9R_43ZriOGlWJiQexqELfJaqe-2d31KNVQZ2MWJ9d_qCfN1RYCnyQR0DuAHc1wVbwOuwtN1?session=0&fife=s16383 http://mapping.littlefreepantry.org/media/pantry_images/560a79cd06ed4f79b3ba15d611452952/Jeans_LFP_closeup_of_box_1.jpg,NA,1371 Marine Dr,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
267,Carlsborg Pantry,48.104138,-123.17285,Sequim,98382,Clallam,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,jaimigirl11@gmail.com,,https://doc-0s-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/3lmlgrn1tk56epdjtavt4sg2a8/1657652187750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vY1jemlmXYYbJN988JO0cdVbPpIbzP5yKiEWO4UPFXmYAL-u4RP_EZHim_kHatzlSz6XZYswQa0zTVU875lPVbZL4f7tLdb1gVXGcokU2neERuXl0zKpaTuvJnS0w23TBmdFIKTfB9Kdfidiqc3JmzisC0TQMQ6jZSQbEv-mzP4i3-fNW_Gy4F9nmy9bwQYilY?session=0&fife=s16383,NA,1700 Carlsborg Rd,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
268,The Little Free Pantry,48.082802,-123.100491,Sequim,98382,Clallam,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-0g-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/5s0u9mt8oc56k8j42sb2ctos0s/1657652187750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vYemWr6PXOf8fovdCsaeVZ6CT5dnHiZYA9Ql7Mrj-GRz7faRk1PaFkdNmwDSDJoHWBliRtgigb8_pFw8VzTpgwEnaaYpUHB4vEkIrt7rjZlZtA71NL7vSKMYMewTKhArvSByIANQeQILKm884_lUDwAuG-PEJkL9OHrI6D__sYFZ16tNgWEFB5aGTBBHlAtft4?session=0&fife=s16383,NA,425 N Sunnyside Ave,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
269,The Little Free Pantry,48.083267,-123.115579,Sequim,98382,Clallam,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-0k-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/u5e5l7i2rqebbedmfg72n36ra0/1657652187750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vYMXK1FIYVwcdLQwyUjGFcHGkHWt7FiOBy8ZGfDhuVNOaCScHX1Aw4p55lM1hsIea5jOuuDyhhi2zsudDqbQyjQN0NSqwDKBVJ3KsmibL7avGtG1XYYv7W48VoRDf-rIwCG8Pxo2XKAjAN9l_9ZY7GF5QvyGOUkH7ur7t0Mwohw_y1TN81P4NB_BF8IE5z1Q5RG?session=0&fife=s16383,NA,517 W Fir St,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
270,St. Luke's Little Free Pantry,48.083989,-123.113261,Sequim,98382,Clallam,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,benji.astrachan@wsu.edu,outside of St. Luke's Church,http://mapping.littlefreepantry.org/media/pantry_images/7dc01a58081e4225a39b3b1879688f02/St_Lukes_LFP_closeup_1.jpg,NA,525 N 5th Ave,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
271,YMCA of Sequim,48.085428,-123.113234,Sequim,98382,Clallam,Washington,The Little Free Pantry network,Shared Pantry,360-477-4381; www.olympicpeninsulaymca.org,,https://doc-0k-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/u664opscoccngtf7hcjep0uoeo/1657652187750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vaalGqhdLb0MS_X7PhZbkmRU3LtUsdqqASlmHF3Z6uKYICwSZWWZ6uBh3jL7FGP7jnvTdNt6BvzusEKtlJM4Zyy1Vvih5DKqGB1CvExIk9cajLuV9_YD7Gg_bFwm1an82aPiofjtmjQs9Nw7o8v__QNpJKOHxy_PWsAf7xbzpyfbhsYl3vdEsQz1pBTPnumX8g?session=0&fife=s16383,NA,611 N 5th Ave,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
272,Sequim Free Clinic LFP,48.088332,-123.113365,Sequim,98382,Clallam,Washington,The Little Free Pantry network,Shared Pantry,benji.astrachan@wsu.edu,,https://doc-14-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/l5i9k4rsb61uvmhf2jnea16apc/1657652187750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vbrSygzlIy50tvrJ0iXU5pavCcGNGE-QaqaKNyr0M8JGhBgdFhqRHkvaZXQDilAKCt6NoR4j1ms2qzSRPW6nErdpn_aPh6kd8GXDQTANIQpH0TUKurbPMXrK8XAQQkmBEKYXOhIerQMN4GnuqHV6kI5IS8-qfAIc3BQ5pNf3WX2uxt-XKmQN1_c0vsZStoNWWQi?session=0&fife=s16383 http://mapping.littlefreepantry.org/media/pantry_images/8fa080281fa74f839ff970d53f36c9ed/Sequim_Free_Clinic_LFP_shelf_1.jpg,NA,777 N 5th Ave #109,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
273,Sequim Valley Foursquare Church,48.095969,-123.124095,Sequim,98382,Clallam,Washington,The Little Free Pantry network,Shared Pantry,360-683-7382; sv4.life,,https://doc-04-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/hea830vbg5paqfl4tg22g9e02g/1657652187750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vaECb1aKfK4ZP2953qeR_xmJgMZpsTEuX8fWWc7ArnCJROT5jS92VTFyR_vzWIMPDPDL_C3lj0o-ytGxzHai39QW1U9HnvZE4iCWjWS_V_HaI3TGCfFIKa5TS7Y3feIfrLwm8Zttxr77kVjyZ6eeTDrr-CfywTRYa6kgINBRCdX9OotJLmlkzFiYpBre7f_nUk?session=0&fife=s16383,NA,9090 Old Olympic Hwy,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
274,Prince of Peace Free Little Pantry,47.734246,-122.307303,Shoreline,98155,King,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,mraideneg@gmail.com,,http://mapping.littlefreepantry.org/media/pantry_images/b4e38eab45fa4ff2853668a5d6b8af52/81C0B59C-1B15-4898-9B1E-05022E6FB2BE.jpeg,NA,14514 20th Ave NE,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
275,Little Free Pantry Ridgecrest,47.744159,-122.317105,Shoreline,98155,King,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,andijpetrusky@gmail.com,,http://mapping.littlefreepantry.org/media/pantry_images/18b5117e235e433d9e7d657363daeb02/53D9566B-BA36-4561-B194-915D2F15803F.jpeg,NA,15815 11th Ave NE,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
276,Little Free Pantry North City,47.763071,-122.309213,Shoreline,98155,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.facebook.com/Little-Free-Pantry-North-City-102041207930129 zackaryjmorin@gmail.com,,,NA,1674 NE 185th St,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
277,The Little Free Pantry,47.768361,-122.31139,Shoreline,98155,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-0s-4o-mymaps.googleusercontent.com/untrusted/hostedimage/dkvs9rd9gvpef00k50u0q83mco/dkehfd52lnpkpainmjd351pvsc/1657824112750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AFzc1vahxZSLdaAHhKnW9LxeeJGrySTqJYDWXOgJ3i5V69ORyzMn8PMoAEL19ElhZgC0_tveKHBW3CyAOEyq6gfJwvqqfdkA_GdLGTl5L2-43h264JyEktK_upYxUdD3H_T_JCXp3OBEE2glxy7C7Ffm1iSUzKpkB1-5NcDntP8opTgzWYjTZ1xa_hKa9CSs5bV2Td0z?session=0&fife=s16383,NA,1702 NE 192nd St,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
278,North Meridian Park Little Free Pantry,47.759113,-122.329439,Shoreline,98155,King,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,jessica@littlefreepantry.org,,http://mapping.littlefreepantry.org/media/pantry_images/5a34ce0a07ae4cfb84c217b58301eaf7/meridian_N99V6fR.jpeg http://mapping.littlefreepantry.org/media/pantry_images/5a34ce0a07ae4cfb84c217b58301eaf7/meridian1_BTaA2e0.jpeg,NA,17916 1st Ave NE,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
279,Little Whatever Pantry,47.765333,-122.309708,Shoreline,98155,King,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,flashg99@yahoo.com,,http://mapping.littlefreepantry.org/media/pantry_images/5fcb5795473d464b8b422143f443e251/2E0F39BD-241A-4BA6-A8F3-E13B36ABA857.jpeg http://mapping.littlefreepantry.org/media/pantry_images/5fcb5795473d464b8b422143f443e251/7B823C1D-0C16-47E0-BAF0-E4BF69CE344D.jpeg,NA,1813 NE 189th St,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
280,The Little Free Pantry,47.773914,-122.3235,Shoreline,98155,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,,"Yes, it still exists.",20008 6th Ave NE,2025/02/25 3:56:48 AM GMT+2,"(47.5075165, -122.3792315)",Non-refrigerated,Private residence (e.g. on someone frontyard),Yes,Outdoor with a cover,"18 H, 15 W, 14 L",1,Yes,2 cans of cat food. One package of plastic wrap.,https://drive.google.com/u/1/open?usp=forms_web&id=1NIu-Yf0jt7y0vO60gsaxkiGnc_7L0IUE,,yes,15,14,18
281,Holy Pantry!,47.756634,-122.313784,Shoreline,98155,King,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,info@bethel4all.org,,,NA,17529 15th Avenue NE,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
282,North City Little Free Pantry Share with your neighbor,47.766158,-122.321547,Shoreline,98155,King,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,Mrswytt91909@gmail.com,,http://mapping.littlefreepantry.org/media/pantry_images/9501e64ac63e48bc860f497598606a2a/image.jpg http://mapping.littlefreepantry.org/media/pantry_images/9501e64ac63e48bc860f497598606a2a/image_F3bmR3Q.jpg,NA,18910 8TH AVE NE Shoreline,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
283,Girl scout troop 42037,47.772001,-122.31471,Shoreline,98155,King,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,tarpak@msn.com,,,NA,1230 NE 198th ST Shoreline,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
284,Silverdale Rainbow girls,47.646504,-122.695608,Silverdale,98383,Kitsap,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,jessicabiggs36@yahoo.com,,,NA,9161 Washington Ave NW,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
285,Little Free Pantry - Three Lakes,47.951673,-122.045593,Snohomish,98290,Snohomish,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,janellewilton@hotmail.com,,https://doc-04-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/lnjjth2bc2f3bjsga8rjv1f3i0/1657652187750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vbgNzf2tt-0aG1LPRyE71OkUz04NrmrXpsWne2vtieDbvWEmZAcBlLXJ5eA28l1IMVwgIj7dxEJXV3ZhNZazxuqyVVzaIbCLXQ1st-v8utoPkVTMMM264WbLsnet2Q0j9_RM8Ver2noynti2930g6d88FL4tLQ_pFHrbd2-6ppZ7bXaEInpIqbZ21ubBpOIwWM?session=0&fife=s16383 http://mapping.littlefreepantry.org/media/pantry_images/88ec19a36f2e4eabbe9a93f5ce0c4e73/C6BDC003-8F22-4DA8-A903-F34BC93290F7.jpeg,NA,4808 139th Ave SE,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
286,South Prarie,47.137189,-122.096881,South Prairie,98321,Pierce,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,jessica@littlefreepantry.org,,http://mapping.littlefreepantry.org/media/pantry_images/b5da570a649c456c8aefeba13d8e69d1/20210321_154407.jpg,NA,103 3rd St SW,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
287,Spanaway LFP,47.053939,-122.360522,Spanaway,98387,Pierce,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,purpleroses78@hotmail.com,,http://mapping.littlefreepantry.org/media/pantry_images/18ab6e9d0d9d4580b5ed42dc569d42a4/spanaway.jpg http://mapping.littlefreepantry.org/media/pantry_images/18ab6e9d0d9d4580b5ed42dc569d42a4/spanaway1.jpg,NA,22221 51st Ave Ct E Spanaway,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
288,Little Free Library 103227 and Blessing Box,47.678629,-117.427585,Spokane,99205,Spokane,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,mhmelcher@hotmail.com,,http://mapping.littlefreepantry.org/media/pantry_images/69865ea61b184e009afe14dbe06d0632/91E4B410-FCA8-4712-80AE-AE6F6DE82E6F.jpeg http://mapping.littlefreepantry.org/media/pantry_images/69865ea61b184e009afe14dbe06d0632/6ACEADCE-E9D8-4139-8503-CCC6D478E6DF.jpeg,NA,1018 W Montgomery Ave,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
289,Caritas - St. Francis of Assisi,47.699064,-117.427762,Spokane,99205,Spokane,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,manager@caritasoutreachministries.org,,http://mapping.littlefreepantry.org/media/pantry_images/503c13edc6a3484ebbef0cafecdf622d/1.jpg,NA,1104 W Heroy Ave,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
290,Emmaus Church Pantry,47.64459,-117.390767,Spokane,99202,Spokane,Washington,The Little Free Pantry network,Shared Pantry,jessica@littlefreepantry.org,,http://mapping.littlefreepantry.org/media/pantry_images/30b5b0d46c2c4e7881f68fab868def2f/60856.jpeg,NA,1317 E 12th Ave,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
291,Salem Lutheran Church,47.664422,-117.433616,Spokane,99207,Spokane,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,parson.larson@gmail.com,,,NA,1428 W Broadway Ave,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
292,Gail's Pantry,47.675941,-117.434236,Spokane,99205,Spokane,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,manager@caritasoutreachministries.org,,https://doc-0o-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/dm7oc8qoajnuh7jo11qmnng0tk/1657585286500/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vZtDtzdIw59U5nikwUsAXBBC_mNFpccvDcbpuFkH81f17RwaYS2zyzNcrbtz_H_lXhiqeL0sv-6WIM8_YRT15dghoEROD_19eiVUR7P_JbL8JkcnHsz56rQ3s3b8-uMsicOAB0-GfdKYDLy1F_zZ7hXOuL-M9O6l5QThX4qKLXtDbRUJsVHP7bLQplvQC5W4DFZ?session=0&fife=s16383,NA,1504 W Shannon Ave Spokane,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
293,Helping Hands,47.652753,-117.381317,Spokane,99202,Spokane,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,Leikynlioness@gmail.con,,http://mapping.littlefreepantry.org/media/pantry_images/6e7def88774f4892b40bbb3b7d7593b6/BD09182F-52EE-47E4-A7BD-17812E06F411.jpeg http://mapping.littlefreepantry.org/media/pantry_images/6e7def88774f4892b40bbb3b7d7593b6/9DEE60FA-DF36-4C74-9020-88BCF5625FBA.jpeg,NA,1927 e 4th Ave,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
294,Garland LFP,47.69336,-117.441011,Spokane,99205,Spokane,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,manager@caritasoutreachministries.org,Located on the East side of the campus facing the post office,https://doc-08-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/hrkkp9fg9f5fscam48aeotgekg/1657585286500/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vb-kFHjd4QLgBavYaDUmfhN8hjqCQvxJDIORoRtxcAlX1P0LffB2Z1O7E-W9M-hi3tOVOS7w22DzkGAr6GJ7T9NMBGF7MCjnUwUGz-YUnROgaZc6MrGiQP_lqXcEMhuata3lpcpbvd_-zHZa7i_MvFHHZoLVUKpL6CadfdYVFAqhkuao9GyQg2q7-03ek1kB1M?session=0&fife=s16383 http://mapping.littlefreepantry.org/media/pantry_images/f82b537f5511456c9670554820546be1/IMG_1578.jpg,NA,2011 W Garland Ave,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
295,Caritas - St. Andrew's Episcopal,47.679582,-117.42031,Spokane,99205,Spokane,Washington,The Little Free Pantry network,Shared Pantry,manager@caritasoutreachministries.org,,https://doc-00-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/u5eugsq7ja58k1c0iel5jeco9c/1657585286500/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vaEXnFG6cbHU-ZH2sBOzTryACK0P9Th-B6_TNChjcd7X61rP6Rkwq6cFQzgtGQrP96QVP927FOLvbnkA-k3-Pl-U1UhhBUMZdyFWajsyQjm5fDF1wT8dVYoH5c3bF4YpoDxKsxxDbLFNBX9YnsL6Nn1sSZ8YAN2MSqKIyWoSr4FyoyRI7-lCv0TwW-ZD1TLlI6E?session=0&fife=s16383,NA,2404 N Howard St,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
296,Caritas - Shadle Park Pres,47.708167,-117.447735,Spokane,99205,Spokane,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,manager@caritasoutreachministries.org,,http://mapping.littlefreepantry.org/media/pantry_images/50ef1dc4107445bfbc91aa53211495c4/shadle_1.jpg http://mapping.littlefreepantry.org/media/pantry_images/50ef1dc4107445bfbc91aa53211495c4/shadle_3.jpg,NA,2506 W Rowan Ave Spokane,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
297,Caritas - Broad,47.70159,-117.449189,Spokane,99205,Spokane,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,manager@caritasoutreachministries.org,,http://mapping.littlefreepantry.org/media/pantry_images/3e7f6c7f2fc6471695b5deccfb452528/P1020003.JPG,NA,2603 W. Broad Spokane,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
