ID,NAME,CITY,ZIP,COUNTY,PUGET_SOUND,STATE,POPULATION,LOCATION,NETWORK,DETAIL,CONTACT,ADDITIONAL_LOCATION_INFO,IMAGE_LINK,Timestamp,exists,lat_lon,type,location_desc,overhead,??,size,shelves,door,contents,photo,observation,ADDRESS,LAT,LON,exists_short
249,Gatewood Community Pantry,Seattle,98136.0,King,Yes,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,ekweber2004@gmail.com,"on SW Frontenac St., on the south side of Gatewood's campus",http://mapping.littlefreepantry.org/media/pantry_images/c8b689bca9de4cf394023c6666f79779/D7CF5505-5B06-49CF-9131-147E3B66158D.jpeg http://mapping.littlefreepantry.org/media/pantry_images/c8b689bca9de4cf394023c6666f79779/400CC015-D2ED-4C7B-A85F-6216B962F888.jpeg,2025/02/13 2:14:04 AM GMT+2,"Yes, it still exists.","(47.5406369, -122.3880286)",Non-refrigerated,Public property (e.g. park or sidewalk),Yes,Outdoor with a cover,"37 H, 24 W, 20 L",4.0,Yes,"16 cans mix of beans, vegetables, and fruit. Two boxes of pasta, 1jar chickpeas, 1 can cranberry sauce, two small cans of sliced chilies. Two puzzles, books, box of diapers.",https://drive.google.com/u/1/open?usp=forms_web&id=1p8XXKQ-1IEqkrh3JQiMzctV0XtKkuk85,Sponsored by the Eagle Scouts. ,4320 SW Myrtle St,47.54005800000001,-122.388475,YES
250,Meridian Little Free Pantry,Seattle,98133.0,King,Yes,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,clappjc206@gmail.com,,http://mapping.littlefreepantry.org/media/pantry_images/bb84acdc48ab4f119c2b7aa0676d460a/Little_Pantry.jpeg,2025/03/08 8:53:51 PM GMT+2,"Yes, it still exists.","47.7274375, -122.3345625",Non-refrigerated,Private residence (e.g. on someone frontyard),No,Outdoor without a cover,"30,18,12",2.0,Yes,"4 bags bagels, box of cake mix, 1 sleeve graham crackers, 1 disposable diaper ",https://drive.google.com/u/1/open?usp=forms_web&id=1S40jPxkVDe0-tKObFtA-2h7Qo-2okywk,,13517 Meridian Ave N,47.727422,-122.33427700000001,YES
251,Renton Ave Little Pantry,Seattle,98118.0,King,Yes,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,jessica@littlefreepantry.org,,Does not appear on Maps/No photos,,,,,,,,,,,,,,8417 Renton Ave S Seattle,47.527285,-122.27747,DONT KNOW
252,Stella Blue’s Hummingbird Hutch,Seattle,98118.0,King,Yes,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,elkbase@msn.com,,,,,,,,,,,,,,,,8427 Duncan Ave S Seattle ,47.527947999999995,-122.26509100000001,DONT KNOW
253,La Raza little free pantry,Seattle,98144.0,King,Yes,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,jessica@littlefreepantry.org,"across the street from 2505 16th Ave S Seattle on the El Centro de la Raza property, near the pedestrian entrance to the parking lot next to the daycare playground",,,,,,,,,,,,,,,2524 16th Ave S,47.58056000000001,-122.312013,DONT KNOW
254,Beacon Hill elementary free pantry,Seattle,98144.0,King,Yes,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,labete9@gmail.com,in front of the steps leading up to Beacon Hill elementary side entrance,,,,,,,,,,,,,,,2025 14th Ave S,47.58486899999999,-122.314825,DONT KNOW
255,Yes Farm Little Free Pantry,Seattle,98104.0,King,Yes,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,livie.jacobs@gmail.com,,http://mapping.littlefreepantry.org/media/pantry_images/2044e399ce5d4d6eb158d573bb30cde4/LFP.jpeg,2025/02/27 1:37:55 AM GMT+2,"Yes, it still exists.","(47.5994877, -122.3202924)",Non-refrigerated,Public property (e.g. park or sidewalk),Yes,Outdoor without a cover,"30 H, 15 W,  10 L",3.0,No,Empty ,https://drive.google.com/u/1/open?usp=forms_web&id=1nSf-xQB-oKMvtghlY7GsuAh6kgNa1Uu7,Pantry has been vandalized and repaired several times. It’s in bad shape with no door. ,727 Yesler Way,47.601656000000006,-122.32361299999998,YES
256,Phoenix's Free Books and Pantry,Seattle,98199.0,King,Yes,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,ladanderson@gmail.com,,http://mapping.littlefreepantry.org/media/pantry_images/b0fd4dd30b744ff097d3f2313bea7b9a/House1.jpg http://mapping.littlefreepantry.org/media/pantry_images/b0fd4dd30b744ff097d3f2313bea7b9a/house2.jpg,2025/01/26 9:28:32 PM GMT+2,"Yes, it still exists.",,Non-refrigerated,Private residence (e.g. on someone frontyard),Yes,Outdoor without a cover,"35h, 20w, 23l",2.0,Yes,Books,https://drive.google.com/u/1/open?usp=forms_web&id=1bw63epqNPtkxSj1njdrwtcH9BN8pN1vB,,2557 35th Ave. W. Seattle,47.642876,-122.40244200000001,YES
257,Wallingford Presbyterian Church,Seattle,98103.0,King,Yes,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,coupcole@aol.com,,http://mapping.littlefreepantry.org/media/pantry_images/f18c23b9ab3f422495507425e2f2683e/WPC_LFP_01.jpeg http://mapping.littlefreepantry.org/media/pantry_images/f18c23b9ab3f422495507425e2f2683e/WPC_LFP_02.jpeg,2025/01/31 12:34:19 AM GMT+2,"No, it does not exist anymore, and there is no other micropantry in the same block",,,,,,,,,,,,1414 N. 42nd Street Seattle,47.65804899999999,-122.33997600000001,NO
258,East Wallingford Little Free Pantry,Seattle,98105.0,King,Yes,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,jessica@littlefreepantry.org,,http://mapping.littlefreepantry.org/media/pantry_images/eeefabb3cca045e494b6d4664ecad455/eastwallingford_480x640.jpg,2025/01/31 12:18:40 AM GMT+2,"Yes, it still exists.","47.659162499999994, -122.324921875",Non-refrigerated,Private residence (e.g. on someone frontyard),No,Outdoor without a cover,"22 h, 23 w, 9 l",2.0,Yes,"Mustard, dry beans, seasoning",https://drive.google.com/u/1/open?usp=forms_web&id=14sfQnkd8JRd9lpXwwgwyQ1MKwBsNFG_f,Almost empty,308 NE 43rd Street Seattle,47.659006,-122.324722,YES
259,Little Free Mart,Seattle,98105.0,King,Yes,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,birdflyingbelowtheground@gmail.com,,,2025/01/31 12:08:23 AM GMT+2,"No, it does not exist anymore, and there is no other micropantry in the same block",,,,,,,,,,,,4551 4th Ave NE Seattle,47.662805,-122.324132,NO
260,Rainbow Pantry - University Heights Center,Seattle,98105.0,King,Yes,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Pantry + Fridge,beetles@udccenter.org,,http://mapping.littlefreepantry.org/media/pantry_images/9d7ad0002a2142918b16244f45909351/rainbow_pantry_2.jpg http://mapping.littlefreepantry.org/media/pantry_images/9d7ad0002a2142918b16244f45909351/rainbow_pantry.jpg,2025/02/05 11:24:03 PM GMT+2,"No, it does not exist anymore, and there is no other micropantry in the same block",,,,,,,,,,,,5031 University Way NE Seattle,47.66593900000001,-122.313231,NO
261,Sand Point Community United Methodist Church Free Little Pantry and Books,Seattle,98115.0,King,Yes,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,sandpointcommunity@gmail.com,,,2025/02/25 2:47:28 AM GMT+2,"Yes, it still exists.","47.6795125, -122.277265625",Non-refrigerated,Non-profit organization (e.g. by a church of food bank),Yes,Outdoor without a cover,"Large Box: '18 H, '20 W, '18L, Small Box: '10 H, '12W, '10L",1.0,Yes,"2 cans chili, bag of dry beans, can of tuna",https://drive.google.com/u/1/open?usp=forms_web&id=1k4c62ClKYCbnsakYnqNKIRQRUs1IzrE7,Small box next to bigger box,4710 NE 70th St. Seattle,47.679518999999985,-122.277247,YES
262,Bishop Blanchet High School Little Free Pantry,Seattle,98115.0,King,Yes,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,mcypher@bishopblanchet.org,,,2025/02/23 8:51:50 AM GMT+2,"No, it does not exist anymore, and there is no other micropantry in the same block",,,,,,,,,,,,8200 Wallingford Ave N,47.689772,-122.336311,NO
263,Home of the Hungry Hippos,Seattle,98117.0,King,Yes,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,amljibas@me.com,,http://mapping.littlefreepantry.org/media/pantry_images/3dc6fd34c5c84c13a7cc442e48de395c/20200521_202348_Film11.jpg,2025/02/01 2:10:42 AM GMT+2,"No, it does not exist anymore, and there is no other micropantry in the same block",,,,,,,,,,,,9533 3rd Ave NW Seattle,47.69884199999999,-122.360825,NO
264,Thornton Creek Pantry,Seattle,98125.0,King,Yes,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,jessica@littlefreepantry.org,"Just North of the Kingfisher Natural Area of Thornton creek, at the top of a little pathway on the left; SW Corner of NE 101st St and 20th Ave NE",http://mapping.littlefreepantry.org/media/pantry_images/45e8dd02143848a8b8669f5e7627bcce/DE15B59E-65C6-4618-B421-89611A5DC305.jpeg http://mapping.littlefreepantry.org/media/pantry_images/45e8dd02143848a8b8669f5e7627bcce/70638AE3-625E-458B-97D3-A953D1658C70.jpeg,,,,,,,,,,,,,,10000 20th Ave NE,47.701615,-122.306918,DONT KNOW
265,Ruby Fernandez,Seattle,98125.0,King,Yes,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,rubyferbriz89@gmail.com,,,,,,,,,,,,,,,,11540 Pinehurst Way NE apt #404,47.713033,-122.31361400000002,DONT KNOW
266,Marine Drive Little Free Pantry,Sequim,98382.0,Clallam,Yes,Washington,Rural,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,benji.astrachan@wsu.edu,,https://doc-0c-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/p007p4f2aj8skasucm5aboq3j0/1657652187750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vbK3PX3iW51ofXwHM8RPtGVgrn6ueJUyapSPfoGv5D1Q_w_5-mpkrxyBtJJkcm1rDRy6CgcGVx-bjU6mneGa-9vfwIy3m_KiSCl29PNqWDsAYdVnTRgoGcq2Ccnz9R_43ZriOGlWJiQexqELfJaqe-2d31KNVQZ2MWJ9d_qCfN1RYCnyQR0DuAHc1wVbwOuwtN1?session=0&fife=s16383 http://mapping.littlefreepantry.org/media/pantry_images/560a79cd06ed4f79b3ba15d611452952/Jeans_LFP_closeup_of_box_1.jpg,,,,,,,,,,,,,,1371 Marine Dr,48.14706,-123.14148,DONT KNOW
267,Carlsborg Pantry,Sequim,98382.0,Clallam,Yes,Washington,Rural,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,jaimigirl11@gmail.com,,https://doc-0s-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/3lmlgrn1tk56epdjtavt4sg2a8/1657652187750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vY1jemlmXYYbJN988JO0cdVbPpIbzP5yKiEWO4UPFXmYAL-u4RP_EZHim_kHatzlSz6XZYswQa0zTVU875lPVbZL4f7tLdb1gVXGcokU2neERuXl0zKpaTuvJnS0w23TBmdFIKTfB9Kdfidiqc3JmzisC0TQMQ6jZSQbEv-mzP4i3-fNW_Gy4F9nmy9bwQYilY?session=0&fife=s16383,,,,,,,,,,,,,,1700 Carlsborg Rd,48.104138000000006,-123.17285,DONT KNOW
268,The Little Free Pantry,Sequim,98382.0,Clallam,Yes,Washington,Rural,Western,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-0g-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/5s0u9mt8oc56k8j42sb2ctos0s/1657652187750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vYemWr6PXOf8fovdCsaeVZ6CT5dnHiZYA9Ql7Mrj-GRz7faRk1PaFkdNmwDSDJoHWBliRtgigb8_pFw8VzTpgwEnaaYpUHB4vEkIrt7rjZlZtA71NL7vSKMYMewTKhArvSByIANQeQILKm884_lUDwAuG-PEJkL9OHrI6D__sYFZ16tNgWEFB5aGTBBHlAtft4?session=0&fife=s16383,,,,,,,,,,,,,,425 N Sunnyside Ave,48.082801999999994,-123.100491,DONT KNOW
269,The Little Free Pantry,Sequim,98382.0,Clallam,Yes,Washington,Rural,Western,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-0k-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/u5e5l7i2rqebbedmfg72n36ra0/1657652187750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vYMXK1FIYVwcdLQwyUjGFcHGkHWt7FiOBy8ZGfDhuVNOaCScHX1Aw4p55lM1hsIea5jOuuDyhhi2zsudDqbQyjQN0NSqwDKBVJ3KsmibL7avGtG1XYYv7W48VoRDf-rIwCG8Pxo2XKAjAN9l_9ZY7GF5QvyGOUkH7ur7t0Mwohw_y1TN81P4NB_BF8IE5z1Q5RG?session=0&fife=s16383,,,,,,,,,,,,,,517 W Fir St,48.08326700000001,-123.115579,DONT KNOW
270,St. Luke's Little Free Pantry,Sequim,98382.0,Clallam,Yes,Washington,Rural,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,benji.astrachan@wsu.edu,outside of St. Luke's Church,http://mapping.littlefreepantry.org/media/pantry_images/7dc01a58081e4225a39b3b1879688f02/St_Lukes_LFP_closeup_1.jpg,,,,,,,,,,,,,,525 N 5th Ave,48.08398900000001,-123.113261,DONT KNOW
271,YMCA of Sequim,Sequim,98382.0,Clallam,Yes,Washington,Rural,Western,The Little Free Pantry network,Shared Pantry,360-477-4381; www.olympicpeninsulaymca.org,,https://doc-0k-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/u664opscoccngtf7hcjep0uoeo/1657652187750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vaalGqhdLb0MS_X7PhZbkmRU3LtUsdqqASlmHF3Z6uKYICwSZWWZ6uBh3jL7FGP7jnvTdNt6BvzusEKtlJM4Zyy1Vvih5DKqGB1CvExIk9cajLuV9_YD7Gg_bFwm1an82aPiofjtmjQs9Nw7o8v__QNpJKOHxy_PWsAf7xbzpyfbhsYl3vdEsQz1pBTPnumX8g?session=0&fife=s16383,,,,,,,,,,,,,,611 N 5th Ave,48.08542799999999,-123.11323400000002,DONT KNOW
272,Sequim Free Clinic LFP,Sequim,98382.0,Clallam,Yes,Washington,Rural,Western,The Little Free Pantry network,Shared Pantry,benji.astrachan@wsu.edu,,https://doc-14-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/l5i9k4rsb61uvmhf2jnea16apc/1657652187750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vbrSygzlIy50tvrJ0iXU5pavCcGNGE-QaqaKNyr0M8JGhBgdFhqRHkvaZXQDilAKCt6NoR4j1ms2qzSRPW6nErdpn_aPh6kd8GXDQTANIQpH0TUKurbPMXrK8XAQQkmBEKYXOhIerQMN4GnuqHV6kI5IS8-qfAIc3BQ5pNf3WX2uxt-XKmQN1_c0vsZStoNWWQi?session=0&fife=s16383 http://mapping.littlefreepantry.org/media/pantry_images/8fa080281fa74f839ff970d53f36c9ed/Sequim_Free_Clinic_LFP_shelf_1.jpg,,,,,,,,,,,,,,777 N 5th Ave #109,48.08833200000001,-123.113365,DONT KNOW
273,Sequim Valley Foursquare Church,Sequim,98382.0,Clallam,Yes,Washington,Rural,Western,The Little Free Pantry network,Shared Pantry,360-683-7382; sv4.life,,https://doc-04-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/hea830vbg5paqfl4tg22g9e02g/1657652187750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vaECb1aKfK4ZP2953qeR_xmJgMZpsTEuX8fWWc7ArnCJROT5jS92VTFyR_vzWIMPDPDL_C3lj0o-ytGxzHai39QW1U9HnvZE4iCWjWS_V_HaI3TGCfFIKa5TS7Y3feIfrLwm8Zttxr77kVjyZ6eeTDrr-CfywTRYa6kgINBRCdX9OotJLmlkzFiYpBre7f_nUk?session=0&fife=s16383,,,,,,,,,,,,,,9090 Old Olympic Hwy,48.095969,-123.12409500000001,DONT KNOW
274,Prince of Peace Free Little Pantry,Shoreline,98155.0,King,Yes,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,mraideneg@gmail.com,,http://mapping.littlefreepantry.org/media/pantry_images/b4e38eab45fa4ff2853668a5d6b8af52/81C0B59C-1B15-4898-9B1E-05022E6FB2BE.jpeg,,,,,,,,,,,,,,14514 20th Ave NE,47.73424600000001,-122.30730299999999,DONT KNOW
275,Little Free Pantry Ridgecrest,Shoreline,98155.0,King,Yes,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,andijpetrusky@gmail.com,,http://mapping.littlefreepantry.org/media/pantry_images/18b5117e235e433d9e7d657363daeb02/53D9566B-BA36-4561-B194-915D2F15803F.jpeg,,,,,,,,,,,,,,15815 11th Ave NE,47.744159,-122.317105,DONT KNOW
276,Little Free Pantry North City,Shoreline,98155.0,King,Yes,Washington,Urban,Western,The Little Free Pantry network,Shared Pantry,https://www.facebook.com/Little-Free-Pantry-North-City-102041207930129 zackaryjmorin@gmail.com,,,,,,,,,,,,,,,,1674 NE 185th St,47.763071,-122.30921299999999,DONT KNOW
277,The Little Free Pantry,Shoreline,98155.0,King,Yes,Washington,Urban,Western,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-0s-4o-mymaps.googleusercontent.com/untrusted/hostedimage/dkvs9rd9gvpef00k50u0q83mco/dkehfd52lnpkpainmjd351pvsc/1657824112750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AFzc1vahxZSLdaAHhKnW9LxeeJGrySTqJYDWXOgJ3i5V69ORyzMn8PMoAEL19ElhZgC0_tveKHBW3CyAOEyq6gfJwvqqfdkA_GdLGTl5L2-43h264JyEktK_upYxUdD3H_T_JCXp3OBEE2glxy7C7Ffm1iSUzKpkB1-5NcDntP8opTgzWYjTZ1xa_hKa9CSs5bV2Td0z?session=0&fife=s16383,,,,,,,,,,,,,,1702 NE 192nd St,47.768361000000006,-122.31139,DONT KNOW
278,North Meridian Park Little Free Pantry,Shoreline,98155.0,King,Yes,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,jessica@littlefreepantry.org,,http://mapping.littlefreepantry.org/media/pantry_images/5a34ce0a07ae4cfb84c217b58301eaf7/meridian_N99V6fR.jpeg http://mapping.littlefreepantry.org/media/pantry_images/5a34ce0a07ae4cfb84c217b58301eaf7/meridian1_BTaA2e0.jpeg,,,,,,,,,,,,,,17916 1st Ave NE,47.759113,-122.329439,DONT KNOW
279,Little Whatever Pantry,Shoreline,98155.0,King,Yes,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,flashg99@yahoo.com,,http://mapping.littlefreepantry.org/media/pantry_images/5fcb5795473d464b8b422143f443e251/2E0F39BD-241A-4BA6-A8F3-E13B36ABA857.jpeg http://mapping.littlefreepantry.org/media/pantry_images/5fcb5795473d464b8b422143f443e251/7B823C1D-0C16-47E0-BAF0-E4BF69CE344D.jpeg,,,,,,,,,,,,,,1813 NE 189th St,47.76533299999999,-122.30970799999999,DONT KNOW
280,The Little Free Pantry,Shoreline,98155.0,King,Yes,Washington,Urban,Western,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,,,,,,,,,,,,,,,20008 6th Ave NE,47.773913999999984,-122.3235,DONT KNOW
281,Holy Pantry!,Shoreline,98155.0,King,Yes,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,info@bethel4all.org,,,,,,,,,,,,,,,,17529 15th Avenue NE,47.756634000000005,-122.313784,DONT KNOW
282,North City Little Free Pantry Share with your neighbor,Shoreline,98155.0,King,Yes,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,Mrswytt91909@gmail.com,,http://mapping.littlefreepantry.org/media/pantry_images/9501e64ac63e48bc860f497598606a2a/image.jpg http://mapping.littlefreepantry.org/media/pantry_images/9501e64ac63e48bc860f497598606a2a/image_F3bmR3Q.jpg,,,,,,,,,,,,,,18910 8TH AVE NE Shoreline,47.766158000000004,-122.32154700000001,DONT KNOW
283,Girl scout troop 42037,Shoreline,98155.0,King,Yes,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,tarpak@msn.com,,,,,,,,,,,,,,,,1230 NE 198th ST Shoreline,47.77200100000002,-122.31470999999999,DONT KNOW
284,Silverdale Rainbow girls,Silverdale,98383.0,Kitsap,Yes,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,jessicabiggs36@yahoo.com,,,,,,,,,,,,,,,,9161 Washington Ave NW,47.646504,-122.695608,DONT KNOW
285,Little Free Pantry - Three Lakes,Snohomish,98290.0,Snohomish,Yes,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,janellewilton@hotmail.com,,https://doc-04-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/lnjjth2bc2f3bjsga8rjv1f3i0/1657652187750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vbgNzf2tt-0aG1LPRyE71OkUz04NrmrXpsWne2vtieDbvWEmZAcBlLXJ5eA28l1IMVwgIj7dxEJXV3ZhNZazxuqyVVzaIbCLXQ1st-v8utoPkVTMMM264WbLsnet2Q0j9_RM8Ver2noynti2930g6d88FL4tLQ_pFHrbd2-6ppZ7bXaEInpIqbZ21ubBpOIwWM?session=0&fife=s16383 http://mapping.littlefreepantry.org/media/pantry_images/88ec19a36f2e4eabbe9a93f5ce0c4e73/C6BDC003-8F22-4DA8-A903-F34BC93290F7.jpeg,,,,,,,,,,,,,,4808 139th Ave SE,47.95167300000001,-122.045593,DONT KNOW
286,South Prarie,South Prairie,98321.0,Pierce,Yes,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,jessica@littlefreepantry.org,,http://mapping.littlefreepantry.org/media/pantry_images/b5da570a649c456c8aefeba13d8e69d1/20210321_154407.jpg,,,,,,,,,,,,,,103 3rd St SW,47.13718900000001,-122.096881,DONT KNOW
287,Spanaway LFP,Spanaway,98387.0,Pierce,Yes,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,purpleroses78@hotmail.com,,http://mapping.littlefreepantry.org/media/pantry_images/18ab6e9d0d9d4580b5ed42dc569d42a4/spanaway.jpg http://mapping.littlefreepantry.org/media/pantry_images/18ab6e9d0d9d4580b5ed42dc569d42a4/spanaway1.jpg,,,,,,,,,,,,,,22221 51st Ave Ct E Spanaway,47.05393899999999,-122.360522,DONT KNOW
288,Little Free Library 103227 and Blessing Box,Spokane,99205.0,Spokane,No,Washington,Urban,Eastern,Little Free Pantry - Mini Pantry Movement,Shared Pantry,mhmelcher@hotmail.com,,http://mapping.littlefreepantry.org/media/pantry_images/69865ea61b184e009afe14dbe06d0632/91E4B410-FCA8-4712-80AE-AE6F6DE82E6F.jpeg http://mapping.littlefreepantry.org/media/pantry_images/69865ea61b184e009afe14dbe06d0632/6ACEADCE-E9D8-4139-8503-CCC6D478E6DF.jpeg,,,,,,,,,,,,,,1018 W Montgomery Ave,47.678629000000015,-117.427585,DONT KNOW
289,Caritas - St. Francis of Assisi,Spokane,99205.0,Spokane,No,Washington,Urban,Eastern,Little Free Pantry - Mini Pantry Movement,Shared Pantry,manager@caritasoutreachministries.org,,http://mapping.littlefreepantry.org/media/pantry_images/503c13edc6a3484ebbef0cafecdf622d/1.jpg,,,,,,,,,,,,,,1104 W Heroy Ave,47.699064,-117.427762,DONT KNOW
290,Emmaus Church Pantry,Spokane,99202.0,Spokane,No,Washington,Urban,Eastern,The Little Free Pantry network,Shared Pantry,jessica@littlefreepantry.org,,http://mapping.littlefreepantry.org/media/pantry_images/30b5b0d46c2c4e7881f68fab868def2f/60856.jpeg,,,,,,,,,,,,,,1317 E 12th Ave,47.64458999999999,-117.39076700000001,DONT KNOW
291,Salem Lutheran Church,Spokane,99207.0,Spokane,No,Washington,Urban,Eastern,Little Free Pantry - Mini Pantry Movement,Shared Pantry,parson.larson@gmail.com,,,,,,,,,,,,,,,,1428 W Broadway Ave,47.66442200000001,-117.433616,DONT KNOW
292,Gail's Pantry,Spokane,99205.0,Spokane,No,Washington,Urban,Eastern,Little Free Pantry - Mini Pantry Movement,Shared Pantry,manager@caritasoutreachministries.org,,https://doc-0o-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/dm7oc8qoajnuh7jo11qmnng0tk/1657585286500/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vZtDtzdIw59U5nikwUsAXBBC_mNFpccvDcbpuFkH81f17RwaYS2zyzNcrbtz_H_lXhiqeL0sv-6WIM8_YRT15dghoEROD_19eiVUR7P_JbL8JkcnHsz56rQ3s3b8-uMsicOAB0-GfdKYDLy1F_zZ7hXOuL-M9O6l5QThX4qKLXtDbRUJsVHP7bLQplvQC5W4DFZ?session=0&fife=s16383,,,,,,,,,,,,,,1504 W Shannon Ave Spokane,47.675941,-117.434236,DONT KNOW
293,Helping Hands,Spokane,99202.0,Spokane,No,Washington,Urban,Eastern,Little Free Pantry - Mini Pantry Movement,Shared Pantry,Leikynlioness@gmail.con,,http://mapping.littlefreepantry.org/media/pantry_images/6e7def88774f4892b40bbb3b7d7593b6/BD09182F-52EE-47E4-A7BD-17812E06F411.jpeg http://mapping.littlefreepantry.org/media/pantry_images/6e7def88774f4892b40bbb3b7d7593b6/9DEE60FA-DF36-4C74-9020-88BCF5625FBA.jpeg,,,,,,,,,,,,,,1927 e 4th Ave,47.65275299999999,-117.381317,DONT KNOW
294,Garland LFP,Spokane,99205.0,Spokane,No,Washington,Urban,Eastern,Little Free Pantry - Mini Pantry Movement,Shared Pantry,manager@caritasoutreachministries.org,Located on the East side of the campus facing the post office,https://doc-08-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/hrkkp9fg9f5fscam48aeotgekg/1657585286500/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vb-kFHjd4QLgBavYaDUmfhN8hjqCQvxJDIORoRtxcAlX1P0LffB2Z1O7E-W9M-hi3tOVOS7w22DzkGAr6GJ7T9NMBGF7MCjnUwUGz-YUnROgaZc6MrGiQP_lqXcEMhuata3lpcpbvd_-zHZa7i_MvFHHZoLVUKpL6CadfdYVFAqhkuao9GyQg2q7-03ek1kB1M?session=0&fife=s16383 http://mapping.littlefreepantry.org/media/pantry_images/f82b537f5511456c9670554820546be1/IMG_1578.jpg,,,,,,,,,,,,,,2011 W Garland Ave,47.693360000000006,-117.441011,DONT KNOW
